,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
12892,BEL,Europe,Belgium,2021-08-07,1136726.0,0.0,1715.857,25268.0,0.0,3.857,97721.231,0.0,147.508,2172.221,0.0,0.332,1.16,102.0,8.769,397.0,34.129,,,,,50142.0,17675748.0,1519.536,4.311,51035.0,4.387,0.038,26.3,tests performed,15289456.0,8238320.0,7392162.0,,59365.0,88168.0,131.44,70.82,63.55,,7580.0,21531.0,0.185,47.22,11632334.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,,,,
96718,PSE,Asia,Palestine,2021-08-07,317703.0,0.0,137.857,3611.0,0.0,1.143,60830.527,0.0,26.395,691.397,0.0,0.219,1.47,,,,,,,,,2699.0,,,0.517,3644.0,0.698,0.038,26.4,tests performed,1031495.0,608155.0,,,226.0,3430.0,19.75,11.64,,,657.0,2369.0,0.045,87.04,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
131478,USA,North America,United States,2021-08-07,35842578.0,49081.0,111186.857,616549.0,248.0,513.857,107662.827,147.428,333.98,1851.971,0.745,1.544,1.36,16164.0,48.553,63544.0,190.872,,,,,999604.0,500972155.0,1504.805,3.003,1116785.0,3.355,0.1,10.0,tests performed,358264112.0,197312526.0,168635542.0,,553535.0,685099.0,107.91,59.43,50.79,,2063.0,481232.0,0.145,49.54,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
70466,LSO,Africa,Lesotho,2021-08-08,13603.0,0.0,0.0,377.0,0.0,0.0,6300.407,0.0,0.0,174.612,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,1028.0,,,,,476.0,685.0,0.032,60.19,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,
88757,NLD,Europe,Netherlands,2021-08-08,1917056.0,2447.0,2761.0,18163.0,3.0,6.571,111631.369,142.49,160.775,1057.643,0.175,0.383,0.76,200.0,11.646,473.0,27.543,119.0,6.951,436.0,25.391,12530.0,15782114.0,919.002,0.73,17608.0,1.025,0.157,6.4,tests performed,,12359686.0,10724943.0,,,99204.0,,71.97,62.45,,5777.0,13139.0,0.077,41.67,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,18205.6,7.25,10.36,1060.12346988842
124589,TLS,Asia,Timor,2021-08-09,11579.0,50.0,85.286,28.0,1.0,0.286,8616.129,37.206,63.463,20.835,0.744,0.213,1.35,,,,,,,,,2491.0,164307.0,122.264,1.854,763.0,0.568,0.112,8.9,tests performed,,,,,,5802.0,,,,,4317.0,3915.0,0.291,64.35,1343875.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
128208,TUV,Oceania,Tuvalu,2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,20.0,0.168,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,,
22539,CAN,North America,Canada,2021-08-10,1451040.0,1334.0,1395.0,26684.0,5.0,10.857,38117.141,35.043,36.645,700.958,0.131,0.285,1.47,207.0,5.438,512.0,13.45,,,,,45617.0,39070051.0,1026.325,1.198,59680.0,1.568,0.023,42.8,tests performed,51046261.0,27335555.0,23701348.0,9358.0,136768.0,154683.0,134.09,71.81,62.26,0.02,4063.0,27765.0,0.073,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
26117,CHN,Asia,China,2021-08-10,94143.0,111.0,113.0,4636.0,0.0,0.0,65.186,0.077,0.078,3.21,0.0,0.0,1.08,,,,,,,,,,,,,,,,,,1808092000.0,,,,13043000.0,14248000.0,125.2,,,,9866.0,5850649.0,0.405,76.39,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
60010,IRQ,Asia,Iraq,2021-08-10,1732298.0,9970.0,10275.286,19336.0,66.0,67.286,42067.152,242.112,249.525,469.556,1.603,1.634,0.89,,,,,,,,,,13545244.0,328.933,,45318.0,1.101,0.227,4.4,samples tested,,,,,,43280.0,,,,,1051.0,48450.0,0.118,75.93,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
105373,LCA,North America,Saint Lucia,2021-08-10,5949.0,36.0,42.429,92.0,0.0,0.429,32261.213,195.227,230.089,498.913,0.0,2.324,1.46,,,,,,,,,,,,,,,,,,58569.0,32898.0,25671.0,,216.0,177.0,31.76,17.84,13.92,,960.0,73.0,0.04,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
87523,NRU,Oceania,Nauru,2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,184.0,2.0,0.018,,10873.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,
9640,BHS,North America,Bahamas,2021-08-11,15915.0,0.0,113.0,308.0,0.0,2.286,40096.847,0.0,284.696,775.987,0.0,5.759,1.15,,,,,,,,,,,,,,,,,,,,,,,579.0,,,,,1459.0,293.0,0.074,55.56,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
47951,GHA,Africa,Ghana,2021-08-11,109022.0,345.0,424.143,892.0,12.0,6.429,3435.698,10.872,13.366,28.11,0.378,0.203,1.15,,,,,,,,,6978.0,1521833.0,47.959,0.22,6259.0,0.197,0.068,14.8,samples tested,,,,,,5590.0,,,,,176.0,0.0,0.0,42.59,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,
66671,OWID_KOS,Europe,Kosovo,2021-08-11,111644.0,888.0,400.0,2274.0,1.0,0.714,62646.911,498.284,224.452,1276.012,0.561,0.401,2.02,,,,,,,,,6784.0,784640.0,440.286,3.807,5073.0,2.847,0.079,12.7,tests performed,521737.0,346746.0,174991.0,,16920.0,8777.0,29.28,19.46,9.82,,4925.0,7037.0,0.395,32.41,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
125583,TON,Oceania,Tonga,2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,,,,,3147.0,0.0,0.0,43.52,106759.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,
135111,VEN,South America,Venezuela,2021-08-11,314480.0,0.0,751.714,3733.0,0.0,12.0,10955.603,0.0,26.188,130.047,0.0,0.418,1.02,,,,,,,,,,,,,,,,,,,,,,,18836.0,,,,,656.0,67528.0,0.235,86.11,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
59358,IRN,Asia,Iran,2021-08-12,4320266.0,39049.0,37501.143,96215.0,568.0,512.429,50809.467,459.245,441.041,1131.558,6.68,6.027,1.1,,,,,,,,,99847.0,26889997.0,316.246,1.174,93332.0,1.098,0.402,2.5,tests performed,,,,,,537579.0,,,,,6322.0,431395.0,0.507,68.06,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
107657,STP,Africa,Sao Tome and Principe,2021-08-12,2480.0,2.0,2.143,37.0,0.0,0.0,11102.953,8.954,9.594,165.649,0.0,0.0,1.09,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,4.0,1.0,0.0,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
40008,SWZ,Africa,Eswatini,2021-08-12,34585.0,1020.0,741.143,905.0,9.0,11.143,29500.098,870.033,632.175,771.941,7.677,9.505,1.13,,,,,,,,,,,,,,,,,,181290.0,96175.0,85115.0,,17170.0,11049.0,15.46,8.2,7.26,,9425.0,5525.0,0.471,59.26,1172369.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,,,,
18636,BRN,Asia,Brunei,2021-08-13,598.0,55.0,37.0,3.0,0.0,0.0,1354.375,124.566,83.799,6.795,0.0,0.0,1.34,,,,,,,,,,,,,,,,,,,,,,,3620.0,,,,,8199.0,2013.0,0.456,79.63,441532.0,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,,,,
63645,JPN,Asia,Japan,2021-08-13,1111683.0,20496.0,15545.143,15382.0,25.0,17.571,8819.326,162.601,123.324,122.03,0.198,0.139,1.32,,,,,,,,,134540.0,18751875.0,148.764,1.067,91795.0,0.728,0.169,5.9,people tested,,,,,,1184341.0,,,,,9396.0,512273.0,0.406,50.46,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,
79184,MLT,Europe,Malta,2021-08-13,35192.0,101.0,68.0,429.0,0.0,0.714,68188.336,195.699,131.757,831.234,0.0,1.384,0.91,4.0,7.75,36.0,69.754,,,,,3597.0,1133384.0,2196.055,6.97,3330.0,6.452,0.02,49.0,tests performed,783983.0,407679.0,404213.0,,1383.0,1537.0,151.91,78.99,78.32,,2978.0,519.0,0.101,43.52,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
120068,SWE,Europe,Sweden,2021-08-13,1110147.0,1035.0,801.286,14658.0,0.0,0.143,109264.727,101.868,78.865,1442.694,0.0,0.014,1.38,27.0,2.657,171.0,16.83,,,,,14839.0,,,1.461,14299.0,1.407,0.056,17.8,tests performed,,,,,,64577.0,,,,,6356.0,18188.0,0.179,37.04,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
138607,ZWE,Africa,Zimbabwe,2021-08-13,119508.0,754.0,580.429,4073.0,26.0,38.286,7918.543,49.96,38.459,269.875,1.723,2.537,0.62,,,,,,,,,7026.0,1046386.0,69.333,0.466,5496.0,0.364,0.106,9.5,tests performed,,,,,,56484.0,,,,,3743.0,27188.0,0.18,73.15,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
28184,COK,Oceania,Cook Islands,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,2618.0,11.0,0.063,,17572.0,,,,,,,,,,,,,76.25,,,,,
86025,MOZ,Africa,Mozambique,2021-08-14,138344.0,931.0,935.0,1707.0,17.0,15.286,4301.334,28.946,29.071,53.073,0.529,0.475,0.7,,,,,,,,,4096.0,803004.0,24.967,0.127,4129.0,0.128,0.226,4.4,units unclear,,,,,,42309.0,,,,,1315.0,25308.0,0.079,48.15,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
58701,OWID_INT,,International,2021-08-14,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118757,SDN,Africa,Sudan,2021-08-14,37543.0,0.0,57.857,2804.0,0.0,4.0,835.973,0.0,1.288,62.437,0.0,0.089,0.46,,,,,,,,,,,,,,,,,,,,,,,12487.0,,,,,278.0,435.0,0.001,13.89,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
123967,THA,Asia,Thailand,2021-08-14,885275.0,22086.0,21250.429,7343.0,217.0,182.429,12655.673,315.736,303.791,104.974,3.102,2.608,1.07,,,,,,,,,58471.0,11410645.0,163.124,0.836,59119.0,0.845,0.359,2.8,tests performed,,,,,,416246.0,,,,,5951.0,286170.0,0.409,72.22,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
125410,TKL,Oceania,Tokelau,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,731.0,1.0,0.073,,1368.0,,,,,,,,,,,,,81.86,,,,,
128794,UGA,Africa,Uganda,2021-08-14,96678.0,181.0,172.0,2863.0,7.0,11.143,2051.586,3.841,3.65,60.755,0.149,0.236,0.68,,,,,,,,,3372.0,1527899.0,32.423,0.072,3538.0,0.075,0.049,20.6,samples tested,,,,,,705.0,,,,,15.0,4142.0,0.009,81.48,47123533.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,
538,AFG,Asia,Afghanistan,2021-08-15,152033.0,92.0,225.0,7021.0,11.0,16.143,3816.527,2.31,5.648,176.25,0.276,0.405,0.65,,,,,,,,,,,,,,,,,,,,,,,1119.0,,,,,28.0,690.0,0.002,22.22,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
19279,BGR,Europe,Bulgaria,2021-08-15,433234.0,272.0,740.714,18344.0,5.0,12.714,62817.989,39.439,107.402,2659.84,0.725,1.844,1.56,131.0,18.995,1490.0,216.047,,,,,,,,,17701.0,2.567,0.042,23.9,tests performed,2154824.0,1081636.0,1073188.0,,2186.0,8742.0,31.24,15.68,15.56,,1268.0,3593.0,0.052,20.37,6896655.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,33042.7,18.63,16.06,4791.1197529817
71750,LBY,Africa,Libya,2021-08-15,281930.0,2831.0,2012.0,3904.0,35.0,26.429,40515.695,406.838,289.141,561.037,5.03,3.798,0.96,,,,,,,,,9610.0,,,1.381,,,,,samples tested,,,,,,12931.0,,,,,1858.0,12910.0,0.186,,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
89074,NCL,Oceania,New Caledonia,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0,,,,,2481.0,387.0,0.134,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
87528,NRU,Oceania,Nauru,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,184.0,2.0,0.018,,10873.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,
66675,OWID_KOS,Europe,Kosovo,2021-08-15,116247.0,1096.0,902.286,2284.0,4.0,1.857,65229.797,615.0,506.3,1281.623,2.245,1.042,1.87,,,,,,,,,5646.0,814832.0,457.228,3.168,6905.0,3.875,0.131,7.7,tests performed,,,,,,11406.0,,,,,6400.0,5910.0,0.332,32.41,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
100024,PHL,Asia,Philippines,2021-08-15,1741616.0,14385.0,11814.286,30340.0,270.0,174.0,15683.606,129.54,106.39,273.218,2.431,1.567,1.25,,,,,,,,,45262.0,16674872.0,150.161,0.408,57330.0,0.516,0.206,4.9,people tested,27806881.0,18697647.0,12565017.0,,,402406.0,25.04,16.84,11.32,,3624.0,760314.0,0.685,74.54,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
3786,AGO,Africa,Angola,2021-08-16,44739.0,122.0,141.714,1103.0,3.0,7.143,1318.427,3.595,4.176,32.505,0.088,0.21,1.11,,,,,,,,,,,,,,,,,,1727488.0,1000191.0,727297.0,,,4557.0,5.09,2.95,2.14,,134.0,3888.0,0.011,56.94,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
34223,DJI,Africa,Djibouti,2021-08-16,11683.0,1.0,2.857,156.0,0.0,0.0,11657.389,0.998,2.851,155.658,0.0,0.0,1.29,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,251.0,131.0,0.013,54.63,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,
65836,KEN,Africa,Kenya,2021-08-16,221406.0,679.0,1261.857,4350.0,10.0,24.429,4026.61,12.349,22.949,79.111,0.182,0.444,1.04,,,,,,,,,,,,,,,,,,2053717.0,1305850.0,747867.0,,20440.0,35620.0,3.74,2.37,1.36,,648.0,28626.0,0.052,72.22,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,
82531,MDA,Europe,Moldova,2021-08-16,262244.0,200.0,205.286,6313.0,5.0,3.857,65169.575,49.701,51.015,1568.827,1.243,0.959,1.39,,,,,,,,,,,,,5702.0,1.417,0.036,27.8,tests performed,,,,,,5960.0,,,,,1481.0,4551.0,0.113,33.33,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
126869,TUN,Africa,Tunisia,2021-08-17,626750.0,1062.0,1874.571,22025.0,120.0,133.714,52510.254,88.976,157.055,1845.295,10.054,11.203,0.93,,,,,,,,,,2409634.0,201.884,,9090.0,0.762,0.206,4.8,people tested,4737282.0,3427863.0,1599314.0,,46928.0,156092.0,39.69,28.72,13.4,,13078.0,148297.0,1.242,79.63,11935764.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,
136064,WLF,Oceania,Wallis and Futuna,2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,1352.0,7.0,0.063,,11094.0,,,,,,,,,,,,,79.94,,,,,
132178,OWID_UMC,,Upper middle income,2021-08-20,67178200.0,224623.0,211084.0,1844255.0,4224.0,4266.0,26725.117,89.36,83.974,733.689,1.68,1.697,,,,,,,,,,,,,,,,,,,2621949634.0,1065378585.0,1033204540.0,8747148.0,19266767.0,18589936.0,104.31,42.38,41.1,0.35,7396.0,3358233.0,0.134,,2513672790.0,,,,,,,,,,,,,,,,,,
110866,SLE,Africa,Sierra Leone,2021-08-20,6347.0,0.0,2.0,121.0,0.0,0.0,779.601,0.0,0.246,14.862,0.0,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,1415.0,,,,,174.0,1142.0,0.014,45.37,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
127510,TUR,Asia,Turkey,2021-08-20,6177660.0,19918.0,19690.429,54095.0,204.0,176.429,72641.83,234.212,231.536,636.092,2.399,2.075,0.94,,,,,,,,,293252.0,73227103.0,861.062,3.448,289948.0,3.409,0.068,14.7,tests performed,88059440.0,45636614.0,34791602.0,7631224.0,863866.0,862559.0,103.55,53.66,40.91,8.97,10143.0,306188.0,0.36,32.41,85042736.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
12906,BEL,Europe,Belgium,2021-08-21,1163726.0,0.0,1979.571,25320.0,0.0,4.714,100042.347,0.0,170.178,2176.691,0.0,0.405,1.12,179.0,15.388,595.0,51.151,,,,,40770.0,18337443.0,1576.42,3.505,43791.0,3.765,0.049,20.4,tests performed,15945441.0,8387207.0,7913179.0,,24701.0,36599.0,137.08,72.1,68.03,,3146.0,8258.0,0.071,47.22,11632334.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,,,,
41339,OWID_EUR,,Europe,2021-08-21,54846965.0,117824.0,130325.429,1161814.0,1257.0,1350.857,73230.542,157.316,174.008,1551.23,1.678,1.804,,,,,,,,,,,,,,,,,,,720867217.0,395363756.0,342363182.0,165198.0,2167219.0,2807949.0,96.25,52.79,45.71,0.02,3749.0,1112304.0,0.149,,748962983.0,,,,,,,,,,,,,,,,,,
110867,SLE,Africa,Sierra Leone,2021-08-21,6347.0,0.0,1.286,121.0,0.0,0.0,779.601,0.0,0.158,14.862,0.0,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,1415.0,,,,,174.0,1142.0,0.014,45.37,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
19925,BFA,Africa,Burkina Faso,2021-08-22,13713.0,14.0,5.429,171.0,0.0,0.143,637.9,0.651,0.253,7.955,0.0,0.007,1.2,,,,,,,,,,,,,,,,,,,,,,,4001.0,,,,,186.0,2804.0,0.013,13.89,21497097.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,,,,
49897,GRD,North America,Grenada,2021-08-22,222.0,10.0,6.0,1.0,0.0,0.0,1964.341,88.484,53.09,8.848,0.0,0.0,1.66,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,1734.0,103.0,0.091,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,
60671,IRL,Europe,Ireland,2021-08-22,337117.0,1688.0,1767.143,5074.0,0.0,2.143,67654.725,338.758,354.641,1018.282,0.0,0.43,1.05,59.0,11.84,314.0,63.015,16.0,3.223,277.0,55.595,18070.0,6582852.0,1321.087,3.626,20455.0,4.105,0.086,11.6,tests performed,6677428.0,3634602.0,3274441.0,,26220.0,31750.0,134.01,72.94,65.71,,6372.0,12503.0,0.251,44.44,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,
63924,JEY,Europe,Jersey,2021-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147643.0,75860.0,71783.0,,,172.0,146.08,75.05,71.02,,1702.0,51.0,0.05,,101073.0,,,,,,,,,,,,,,,,,,
38709,ERI,Africa,Eritrea,2021-08-23,6624.0,1.0,3.0,37.0,0.0,0.0,1839.253,0.278,0.833,10.274,0.0,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,
57392,IND,Asia,India,2021-08-23,32474773.0,25467.0,32013.429,435110.0,354.0,433.0,23305.987,18.277,22.975,312.263,0.254,0.311,1.01,,,,,,,,,1295160.0,507551399.0,364.252,0.929,1820821.0,1.307,0.018,56.9,samples tested,582239230.0,452207578.0,130031652.0,,1467406.0,4531313.0,41.79,32.45,9.33,,3252.0,3360829.0,0.241,70.83,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,
43735,FIN,Europe,Finland,2021-08-24,123061.0,644.0,630.571,1014.0,0.0,1.143,22179.703,116.07,113.65,182.757,0.0,0.206,0.97,23.0,4.145,101.0,18.204,,,,,29250.0,6474575.0,1166.935,5.272,24544.0,4.424,0.026,38.9,tests performed,6543812.0,3952860.0,2590952.0,,14173.0,42368.0,117.94,71.24,46.7,,7636.0,13319.0,0.24,38.43,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
47964,GHA,Africa,Ghana,2021-08-24,115525.0,423.0,613.286,982.0,8.0,7.429,3640.632,13.33,19.327,30.947,0.252,0.234,1.06,,,,,,,,,5377.0,1598732.0,50.382,0.169,5801.0,0.183,0.106,9.5,samples tested,,,,,,5590.0,,,,,176.0,0.0,0.0,44.44,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,
95329,OMN,Asia,Oman,2021-08-24,301570.0,120.0,141.286,4043.0,5.0,5.143,57734.691,22.974,27.049,774.02,0.957,0.985,0.71,,,,,,,,,,,,,,,,,,,,,,,60036.0,,,,,11494.0,25582.0,0.49,67.59,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
92371,OWID_NAM,,North America,2021-08-25,46081388.0,214459.0,191725.143,963986.0,2770.0,2129.714,77242.43,359.48,321.373,1615.85,4.643,3.57,,,,,,,,,,,,,,,,,,,556588181.0,317821248.0,246886345.0,1585390.0,3780697.0,2046164.0,93.3,53.27,41.38,0.27,3430.0,941554.0,0.158,,596581283.0,,,,,,,,,,,,,,,,,,
132819,URY,South America,Uruguay,2021-08-25,384392.0,105.0,106.714,6022.0,2.0,1.429,110294.185,30.128,30.62,1727.902,0.574,0.41,0.91,,,,,,,,,7203.0,3289086.0,943.742,2.067,8386.0,2.406,0.013,78.6,people tested,5398153.0,2639199.0,2494362.0,264592.0,35.0,28832.0,154.89,75.73,71.57,7.59,8273.0,1117.0,0.032,52.78,3485152.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,
45997,GMB,Africa,Gambia,2021-08-26,9533.0,63.0,30.714,311.0,10.0,4.857,3833.229,25.332,12.35,125.053,4.021,1.953,0.76,,,,,,,,,,,,,330.0,0.133,0.093,10.7,samples tested,,,,,,3155.0,,,,,1269.0,2537.0,0.102,43.06,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,
94677,OWID_OCE,,Oceania,2021-08-26,115156.0,1469.0,1354.571,1678.0,11.0,8.857,2664.417,33.989,31.341,38.825,0.255,0.205,,,,,,,,,,,,,,,,,,,23081083.0,14646817.0,8434240.0,26.0,402275.0,349382.0,53.4,33.89,19.51,0.0,8084.0,201066.0,0.465,,43219954.0,,,,,,,,,,,,,,,,,,
59373,IRN,Asia,Iran,2021-08-27,4869414.0,36279.0,36128.286,105287.0,571.0,639.571,57267.847,426.667,424.895,1238.252,6.715,7.522,1.0,,,,,,,,,108091.0,28438161.0,334.453,1.271,110297.0,1.297,0.328,3.1,tests performed,,,,,,492092.0,,,,,5787.0,214476.0,0.252,70.83,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
